source,text,label
trt,i̇skenderun sahil projesi başlıyor,non-sarcastic
zaytung,her büyük terör eyleminin ardından daha büyük köprü açılışı yapan türkiye i̇şlerin i̇zmiratina köprüsüne kadar gelmesinden endişeli,sarcastic
zaytung,son arda turan faiz düşür talimat merkez banka başkan ulus çıplak koş görüntü,sarcastic
zaytung,yabancı yatırım bakan albayrak övgü biz inan gül,sarcastic
zaytung,milli eğitim bakanlığı online derste süslü sülü burda mısın şeklinde yoklama alan öğretmen hakkında i̇nceleme başlattı,sarcastic
zaytung,aldığı maaşla türkiyede geçinmesi i̇mkansız hale gelen gabon ankara büyükelçisi ülkesine dönmeye kararlı osman kavala kim bilmiyorum ama bizim de kırmızı çizgimizdir,sarcastic
trt,tarım orman bakanlık fırsat ağır tedbir uygula,non-sarcastic
zaytung,başbakan erdoğanın nikah şahitliğini yaptığı kamberoğlu çifti ayıp olmasın diye yıldır boşanamıyor,sarcastic
trt,denizaltı türkiye sürpriz güç,non-sarcastic
trt,yenidoğan çete firari tutukla,non-sarcastic
trt,cumhurbaşkanı erdoğan tarih doğru taraf yer,non-sarcastic
zaytung,ohal devam ederken bir de üstüne sivillere adam öldürme yetkisi i̇çin khk çıkartan ak parti hala türkiyede yatırım yapmayı düşünenler i̇çin i̇lave tedbirler almaya hazırlanıyor,sarcastic
zaytung,fiyatı bir ayda katına çıkan sağlık maskesinin enflasyon sepetinde yer aldığını fark eden tüi̇kte panik büyüyor,sarcastic
zaytung,i̇ki çocuğuyla birlikte tatile çıkan günek ailesi kendilerininki de dahil yaklaşık kişinin tatilini burnundan getirdikten sonra dönüş hazırlığına başladı,sarcastic
zaytung,rahip brunson konusunda bağımsız karar vermeleri gerektiğini bugün öğrenen mahkeme heyeti duruşma saatine kadar sabahlayarak davanın hukuki boyutunu i̇nceleyecek,sarcastic
trt,parti sözcü çelik chp tepki,non-sarcastic
trt,cumhurbaşkanı erdoğan dörtlü lider toplantı kat dünya basın,non-sarcastic
trt,parti yeni myk üye belirle,non-sarcastic
trt,tbmm ilk gündem yeni anayasa,non-sarcastic
zaytung,ocak i̇tibariyle rejimi bırakıp sigaraya geri dönen türkiye üzerindeki gerginliği attı,sarcastic
trt,altun gelecek nesil temiz bir dünya bırak ortak sorumluluk,non-sarcastic
zaytung,binali yıldırım kapa askeri okul paintball tesis çevir suret asker eğitim halk,sarcastic
trt,hız ihlal ilgili yaklaşık bin işlem yap,non-sarcastic
trt,tbmmde bu hafta hangi konular görüşülecek i̇şte gündem başlıkları,non-sarcastic
trt,ömer çelik terörist herhangi bir pazarlık,non-sarcastic
zaytung,suudi arabistan bir halt yedikten sonra i̇maj toparlamak i̇çin umreye gelen türk ünlü sayısına kontenjan sınırlaması getiriyor,sarcastic
zaytung,beşar esad suruç yaşa ülke sıçra endişe,sarcastic
trt,hindistanpakistan i̇ki nükleer güç karşı karşıya,non-sarcastic
trt,kırmızı bülten ara terör örgüt deaş şüphe yakala,non-sarcastic
trt,bakan fidan suikast girişim ilk açıkla arsenik cıva zehir,non-sarcastic
zaytung,yeni torba yasa parti sert tartış mal biz hala kanun tartış,sarcastic
trt,cumhurbaşkanı erdoğan galatasaray tebrik,non-sarcastic
trt,tbmm yeni hafta gündem yoğun,non-sarcastic
trt,sahte belge soruştur şüphe gözaltı,non-sarcastic
zaytung,özel okul ücreti yıllık tlye çıkan efe gülruz ailesi tarafından el i̇lan sitesine kondu satsak o kadar ediyor mu görmek istedik,sarcastic
trt,doğum yardım başvuru başla,non-sarcastic
zaytung,tutuklayacak muhalif gazeteci kalmamasının ardından azyandaş yazarlar tedirgin lan sıra bize gelmesin şimdi,sarcastic
zaytung,yorum ve paylaşımlarıyla kitleleri peşinden sürükleyen facebook kullanıcısının tatil boyunca yerini dolduracak yeni i̇sim arayışları sürüyor,sarcastic
zaytung,ailesi i̇le bayram ziyaretlerini sürdüren efe küçükali şu ana dek çifti çocuk fikrinden tiksindirmeyi başardı,sarcastic
trt,filistin destekle parlamento türkiye bir ara gel,non-sarcastic
zaytung,musul rehin tut konsolos görev kendi ara cumhurbaşkanı aday çıkar dikkat çek çalış,sarcastic
zaytung,sağlık bakanlık uyar vaka sayı hız art yara belirsiz salla yeni tedbir zor kal,sarcastic
trt,ekrem i̇mamoğlu ve şüpheli adliyede,non-sarcastic
zaytung,uzun süre sonra i̇lk kez i̇yi bir haber verme şansı bulan hükümet fırsatı kaçırmak i̇stemiyor kar tatili açıklamasını valiler yerine sırayla bakanlar yapacak,sarcastic
zaytung,üç günlük kar yağışının ardından i̇stanbulda acı bilanço kimse nasıl kardan adam yapılacağını hatırlamıyor,sarcastic
zaytung,rusya suriye i̇ran ve irakın ardından abyle de arası bozulan türkiyeden gürcistana tarihi çağrı haftasonu napıyosunuz abi,sarcastic
zaytung,tbmm kararıyla büyükşehir belediyesi olan kmaraşta i̇lk büyük şehire yabancılaşma ve yalnızlaşma vakası bu sabah yaşandı halk sevinç i̇çinde,sarcastic
trt,i̇zmirde fetö operasyonu şüpheli yakalandı,non-sarcastic
trt,cumhurbaşkanı erdoğan i̇lim yayma cemiyeti gönül hareketidir,non-sarcastic
zaytung,cumhurbaşkanı erdoğan sürekli kendisi i̇le çelişmesinin nedenini açıkladı napayım muhalefet işi de bana kaldı,sarcastic
trt,dhkpc operasyon gözaltı,non-sarcastic
zaytung,yıl düşle şirin bir kafe hayal gerçek pelin bulvar sonunda patla bir şey kalk arkadaş,sarcastic
trt,nato tarih ilk türk general güvenlik direktör seç,non-sarcastic
zaytung,adalet bakanlığı ekrem i̇mamoğluna hapis cezasıyla i̇lgili olarak topu millet i̇ttifakını attı kaç kere uyardık adayınızı açıklayın diye i̇sim gelmeyince mecburen alfabetik sıradan,sarcastic
trt,cumhurbaşkanı erdoğan mescid aksa biz kırmızı çizgi,non-sarcastic
trt,bakan fidan ikby başkanı barzani ile görüştü,non-sarcastic
trt,i̇stanbulda izinsiz gösterilere katılan sanık hakim karşısına çıktı,non-sarcastic
trt,bakan fidan hamasın siyasi büro üyesi hayye ile görüştü,non-sarcastic
trt,türk bilim insan antarktika yol,non-sarcastic
trt,başla regaip kandil yarın idrak,non-sarcastic
trt,bakan tunç sokak çağrı hukuk dış asla kabul,non-sarcastic
zaytung,hükümet ekonomik krize karşı acil eylem planını açıkladı i̇nşaatları yenilebilir malzemeden yapacağız çok mecbur kalırsak,sarcastic
zaytung,ak partinin tek başına i̇ktidar olamaması halinde martta tekrarlanacak kasım seçimleri i̇çin düğmeye basıldı,sarcastic
zaytung,nijerya türkiye yatırım hamle şimdi piramit ittifak sistem var alt ülke bul,sarcastic
zaytung,alkol akaryakıt gel son zam suriye mülteci sert tepki biz gürcistan git,sarcastic
trt,bahçe kalp kapakçık değiş,non-sarcastic
zaytung,sürtünme yoluyla i̇lişkiye girmeye çalışan çift hektar ormanlık alanı ateşe verdi,sarcastic
zaytung,belediyeler aracılığıyla yurt dışına i̇nsan kaçırdığı ortaya çıkan ak parti z kuşağıyla arasındaki buzları hızla eritiyor,sarcastic
zaytung,merkez banka piyasa rahatla açıkla bitcoin biz tam anla,sarcastic
zaytung,yemei̇çme masraflarını da faturalara ekleyen elektrik dağıtım şirketlerinden vatandaşlara büyük kolaylık faturanın o kısmını ödeyemeyenler bulaşığa yardım edebilir,sarcastic
zaytung,sevgililer günü hediyeleri oralb şarjlı diş fırçası olgunluğuna erişen yıllık çift evlilik yolunda emin adımlarla i̇lerliyor,sarcastic
zaytung,cumhurbaşkanı erdoğan başkanlığında toplanan ekonomi zirvesinden sürpriz sonuç i̇şte hep başkanlık olmadığından başkanlık olsa,sarcastic
zaytung,tarihinde i̇lk kez elektrikli otomobil mühürleyen bedaşta gurur günü,sarcastic
trt,cumhurbaşkanı erdoğandan kutül amare zaferi mesajı,non-sarcastic
zaytung,paralel yapı pkk ardından erdoğan bir kan bak kontör iste suret şahıs,sarcastic
trt,kdk devreye girdi özel işletmenin kıyı işgali son buldu,non-sarcastic
zaytung,ak parti yönetimi almanyayı kınaması i̇çin muhalefet temsilcilerinden ricada bulunacak biz ifade özgürlüğü falan diyince komik oluyor,sarcastic
trt,avrupa parlamento türkiye rapor tepki,non-sarcastic
zaytung,i̇çişleri bakanlığı tatil süresince i̇stanbul i̇çin fazlalık olduğu tespit edilen yaklaşık milyon kişiyi afyonun sandıklı i̇lçesine yerleştirmeye hazırlanıyor,sarcastic
zaytung,şeker fabrikasının satışa çıkarılmasıyla i̇lgili rahatlatan açıklama satış işlemleri tamamen yerli ve milli kağıtlarımızla yapılacak,sarcastic
trt,egm gözaltı ilgili iddia asıl alçak iftira,non-sarcastic
trt,yeni şehir hastane devre gir,non-sarcastic
trt,bakan fidan türkiyeazerbaycanözbekistan üçlü toplantısına katılacak,non-sarcastic
trt,eğitim faaliyet sıra kaza asker şehit,non-sarcastic
trt,interpol kırmızı bülten ara bodrum yakala,non-sarcastic
trt,trt world citizen ödül sahip bul,non-sarcastic
zaytung,yeni uyum yasa yol büyük saygı tamamen bit,sarcastic
trt,emine erdoğan anne sınır tanı şefkat bir ara gel,non-sarcastic
trt,kartalkaya otel yangın ilişkin gözaltı zanlı için tutukla talep,non-sarcastic
zaytung,venezuellada tüm tv kanallarının i̇flas etmesi nedeniyle gündemi sadece a haberden takip etmeye başlayan halk ekonomik gelişmelerden memnun,sarcastic
trt,yenidoğan çete hesap ver,non-sarcastic
zaytung,türkiye battaniye altında çay i̇çip bir arkadaşın şifresiyle i̇nternetten dizi i̇zleyeceği çılgın bir yılbaşı gecesine daha hazır,sarcastic
zaytung,cumhurbaşkanı erdoğanın talimatı sonrası i̇talyanın torino kentindeki yerleşkesinden sökülen milli kredi derecelendirme kuruluşumuz hürnot türkiyeye doğru yola çıktı,sarcastic
trt,sağlık bakan memişoğlu hedef duman türkiye,non-sarcastic
trt,cumhurbaşkanı erdoğan darülaceze sakin bir ara gel,non-sarcastic
trt,polonya başbakan tusk türkiye gel,non-sarcastic
zaytung,sezonun i̇lk turist silkeleme operasyonunu bayramcılar üzerinde gerçekleştiren turizm esnafı bunlar hep kuru kalabalık başlıklı raporunu yayınladı,sarcastic
zaytung,hiçbir ortak noktası olmayan çift henüz i̇nkar aşamasında ne güzel işte birbirimizi tamamlıyoruz hem,sarcastic
zaytung,hafızasında yeterince gereksiz ünlü bilgisi barındıran mine ezgit can yamanın kim olduğunu öğrenmemeye kararlı,sarcastic
trt,türkiye ile i̇spanyadan jet eğitim uçağı projesinde iş birliği,non-sarcastic
trt,cumhurbaşkanı erdoğan kazakistan cumhurbaşkanı tokayev ile görüştü,non-sarcastic
zaytung,on binlerce kişinin hayatını kaybettiği yüz binlercesinin de evsiz kaldığı deprem felaketiyle boğuşan türkiye en büyük derdi haluk levent ve oğuzhan uğur olan akpmhp camiasını teselli etmeye çalışıyor allah başka dert vermesin,sarcastic
trt,parti olağan büyük kongre pazar gün yap,non-sarcastic
zaytung,demet akalının eski eşi okan kurt ile birlikte tatile çıktığını öğrenen i̇cra memuru buyrun yine kötü biz olduk,sarcastic
zaytung,ekonomide ürküten tablo cumhurbaşkanlığı yazlık sarayı i̇çin maldivler yerine saldadan kum getiren türkiye zorda mı,sarcastic
zaytung,mil eğitim bakanlık öğretmen açık konu ses boz ses güzel şarkı söyle fıkra bil fıkra anla,sarcastic
trt,dmmden vergi borcu açıklaması,non-sarcastic
zaytung,tbmm feshet hal milletvekili oda pansiyon kirala olanak sağla tasarı meclis gündem,sarcastic
zaytung,esad ordusu öso ve işi̇dden türkiyeye ortak çağrı beyler biraz suriyeli göndersenize bize burada kalmadı,sarcastic
zaytung,henüz hiçbir çalış yurt dış taşın başar yazılım firma piyasa boktan personel bünye topla şüphe başla,sarcastic
trt,mi̇t te terör örgütlerine ağır darbe indirdi,non-sarcastic
trt,i̇bbye yönelik yolsuzluk soruşturmasında i̇mamoğlunun tutuklandığı hakimlik kararına ulaşıldı,non-sarcastic
zaytung,ankarada şüpheli paket alarmı hazine ve maliye bakanı berat albayrakın dün açıkladığı i̇vme finansman paketi bu sabah kontrollü bir şekilde fünye ile patlatıldı,sarcastic
trt,tbmm engel birey sorun araştır,non-sarcastic
trt,i̇letişim başkanı fahrettin altun türkiye oyuna gelmeyecek sokağa teslim olmayacak,non-sarcastic
trt,bakan tunç bilirkişi kurum güç devam,non-sarcastic
zaytung,like ve commentler üzerinden hastaların tedavi masraflarını gerçekten karşıladığını fark eden facebook milyon dolarlık zarar açıkladı,sarcastic
trt,emine erdoğan pakistan sıfır atık hareket anla,non-sarcastic
trt,i̇şgalci i̇srailin sömürü yöntemleri dürziler örneği,non-sarcastic
trt,erdoğan papa fransuva için taziye mesaj,non-sarcastic
trt,cumhurbaşkanı erdoğanın bayram mesajı i̇letişim başkanlığı binasına yansıtıldı,non-sarcastic
zaytung,steve jobs müşteri sadakat konu kaçır,sarcastic
zaytung,cureshot mahlaslı yazar kara kalem edebiyatçılar birliğinden çıkarıldı,sarcastic
trt,i̇stanbul havalimanında üçlü pist operasyonu nisanda başlıyor,non-sarcastic
zaytung,yeni mezun i̇şsizlerin cvlerine sahte referans sağlayan çete çökertildi,sarcastic
zaytung,sanat spor ve siyaset dünyasının tanınmış i̇simleri buluştu,sarcastic
trt,deaş yönelik operasyon kişi tutukla,non-sarcastic
trt,mayıs izin gösteri yap şahıs gözaltı,non-sarcastic
zaytung,katar kültür bakanlık fark isim alt biz sürekli aynı holding yalı dizi sat ayıp,sarcastic
trt,bolu otel yangın can kayıp yüksel yara var,non-sarcastic
trt,mardin organize suç örgüt operasyon tutukla,non-sarcastic
zaytung,seferberlik i̇lan eden thy yönetimi toplam saatin üzerinde uçuş tecrübesi olan yolcularını görev başına çağırıyor,sarcastic
zaytung,yurtiçi kargo yıl dol müşteri kapı teslimat sürpriz,sarcastic
trt,cumhurbaşkanı erdoğan son yıl bin vakıf kültür varlık restore,non-sarcastic
trt,bakan şimşek maliye bakan merkez banka başkan toplantı katıl,non-sarcastic
trt,cumhurbaşkanı erdoğan filistin halkına ikinci bir nekbe yaşatmaya kimsenin gücü yetmez,non-sarcastic
trt,fidan güney afrika çok sayı iki görüşme gerçek,non-sarcastic
trt,balıkesir patla ilişkin kişi gözaltı,non-sarcastic
trt,altun mehmet selim kiraz adalet simge hatırla devam,non-sarcastic
trt,cevdet yılmaz i̇stihdamda çok yönlü politikalara devam edeceğiz,non-sarcastic
zaytung,oecd yıl geliş ülke kategori çık ülke kadar geliş ülke kategori hazırla,sarcastic
zaytung,başbakan erdoğan günlük afrika gezi başıboş kal türkiye seks uyuşturucu alkol batak debelen,sarcastic
zaytung,korumalarıyla birlikte meteoroloji i̇şleri i̇stanbul müdürlüğünü ziyaret eden vali vasip şahin i̇stediğini aldı,sarcastic
trt,sağlık bakanlık hiçbir vatandaş sağlık pazarlık konu yap,non-sarcastic
zaytung,mehmetçik vakfına bağışlanan koyun sabah i̇çtimasının ardından yapılan km teçhizatlı koşuda telef oldu,sarcastic
trt,cumhurbaşkanı erdoğan kırımlı kardeş hak savun devam,non-sarcastic
trt,kartalkaya otel yangın araştır komisyon üye belirle,non-sarcastic
trt,kktc başörtü okul alın kız anne kız irade çok sağlam,non-sarcastic
zaytung,arkadaş ortam muhabbet film çek genç yönetmen gişe bula,sarcastic
trt,i̇zmirde pkkkckya operasyon gözaltı,non-sarcastic
trt,sağlık hizmet usul yarar geçit,non-sarcastic
zaytung,i̇nternet yasaklarına karşı girişilecek protesto eylemlerini düzenleme üst kurulu i̇çin düğmeye basıldı,sarcastic
zaytung,sgknın kanser hastalarına sahte i̇laç vermesiyle rezalet çıtasını oldukça yukarı taşıyan akpde erken seçim sesleri yükseliyor zirvede bırakalım,sarcastic
zaytung,mehmet cahit turhanın yerine ulaştırma bakanlığı görevine getirilen mehmet cahit turhanın gençliği i̇ddialı konuştu aynı hataları tekrarlamayacağım,sarcastic
trt,bakan güler suudi mevkidaş bin selma görüş,non-sarcastic
trt,cumhurbaşkanı erdoğan tarım hasıla avrupa lider,non-sarcastic
trt,bakan uraloğlu i̇nadına millî ve yerli her ürünü destekliyoruz,non-sarcastic
trt,dmm cumhurbaşkanı erdoğana yönelik iddiaları yalanladı,non-sarcastic
trt,düğün doğum çekim yetkin fotoğraf dönem başla,non-sarcastic
zaytung,ekim ayından i̇tibaren günlük tl i̇le geçinmeye başlayacak olan burak sebiz kritik karar aşamasında konut kredisi çekerek mi icralık olsam otomobil kredisi çekerek mi,sarcastic
trt,türkiye varlık fon yönetim kurul topla,non-sarcastic
zaytung,personeli i̇çin i̇skandinav ülkeleri turu düzenleyen ancak tepki olmasın diye fotoğraf paylaşmalarını yasaklayan diyanet i̇şleri bundan daha büyük bir imtihan olabilir mi,sarcastic
zaytung,yerli turist i̇çin uygun fiyat seçenekleri sunan alanyadaki yıldızlı otel kaba i̇nşaatı bitirecek tatilcileri bekliyor,sarcastic
trt,i̇bbdeki yolsuzluk soruşturmasında itirafçı yıldız ve ailesini tehdit iddiasına soruşturma,non-sarcastic
trt,afad bir can kayıp yıkım ihbar bulun,non-sarcastic
trt,filistinli esir serbest bırak,non-sarcastic
trt,terörist etki hal getir,non-sarcastic
zaytung,işi̇d yönetiminden i̇stanbulda sergi basan elemanlarına sert tepki lan rakka düştü burada siz hala,sarcastic
zaytung,kültür bakanlığı cumhurbaşkanı erdoğanı anlatan filmler i̇çin çeki̇zletdevret modelini hayata geçirmeye hazırlanıyor,sarcastic
trt,ukrayna abd yer avrupa,non-sarcastic
zaytung,adalet bakanlık basın özgür hamle muhalif gazete hangi terör örgüt yargıla kendi karar ver,sarcastic
trt,fahrettin altun terör türkiye süreç önem bir aşama gel,non-sarcastic
zaytung,orta ve yüksek öğretimin ardından ak partide yeni hedef youtubedaki makyaj videocuları bi şey öğretmiyorsunuz di mi lan millete,sarcastic
zaytung,shameless ekibinden sert uyarı en son my name is earli böyle uyarlayanların başına gelenler herkese ders olmalı,sarcastic
zaytung,edevlet portalında premium üyelik dönemi başlıyor aylık sadece tlye sınırsız avantajlar,sarcastic
zaytung,döviz rezerv tüken ardından altın rezerv hız eri merkez banka dolar bir şekil seçim kadar tut karar sahip temiz kullan ofis malzeme,sarcastic
zaytung,şampiyonun erken belli olması halinde gündeme gelme i̇htimali olan kilis bu akşamki başakşehirfenerbahçe maçına kilitlendi,sarcastic
zaytung,avrasya maratonu i̇le birlikte yine aynı sorular gündemde kim bu insanlar kış günü sabah da köprüde koşacak enerjiyi nereden buluyorlar,sarcastic
trt,cumnhurbaşkanı erdoğan ukraynanın toprak bütünlüğüne güçlü desteğimizi sürdürüyoruz,non-sarcastic
trt,cumhurbaşkanı erdoğan güney kore için taziye mesaj,non-sarcastic
zaytung,doğ doğ facebook hesap talih bebek acı konuş,sarcastic
zaytung,hükümeti eleştirmek i̇steyenlere tl karşılığında online üyelik i̇mkanı veren çıkar da gel partisi siyasi hayata merhaba dedi,sarcastic
zaytung,şehitlerle i̇lgili kullandığı i̇fadeleri tepki çeken ünlü modacı nur yerlitaş linç de edilsem erdoğanın yanındayım,sarcastic
trt,bakan yerlikaya yasa dış eylem karşı görev yap güvenlik güç tebrik,non-sarcastic
zaytung,seçime kadar yeni bir cinayet örtbasıyla uğraşmak i̇stemeyen ak partide belediye başkan adaylarına şehir i̇çi kmsaat hız sınırı getirildi,sarcastic
zaytung,berat albayrak açıkladığı tüm ekonomi programlarını ve yatırım tavsiyelerini ciddiye alarak harfiyen uygulayan şenyuva holdingin düzenlediği i̇ftara katıldı,sarcastic
trt,i̇lk hacı kafilesi nisanda yola çıkıyor,non-sarcastic
trt,cumhurbaşkanı erdoğan türkiye düşman bir hüsran uğra,non-sarcastic
zaytung,birleşmiş milletler hocalı katliamını mazeret göstererek önümüzdeki yıl i̇çinde öldürülebilecek ermeni kontenjanını kişi olarak açıkladı,sarcastic
trt,afad başkan okay memiş mgk genel sekreter ata,non-sarcastic
zaytung,meteoroloji bayram müjde para bir yer git bahane enfes yağ hava kütle gel,sarcastic
trt,yargıtay boz karar ardından şubat dava mütalaa açıkla,non-sarcastic
zaytung,ekonomi umut ver geliş şeyma subaşı kitap salla prim yap sektör milyon dolar hacim ulaş,sarcastic
zaytung,i̇çindeki eğitim aşkıyla üniversite sınavına giren hikmet gürbüz kötü geçen sınavın ardından tamirciye çırak verilme tehdidiyle karşı karşıya,sarcastic
zaytung,x yaparken ben kalıbının telif haklarının alınmasının ardından milyar i̇nternet kullanıcısı artık komik olamama tehdidiyle karşı karşıya,sarcastic
trt,anadol ajans nisa kart harca kendi hesapla iddia yalanla,non-sarcastic
trt,trafik makas yeni yaptırım gel,non-sarcastic
zaytung,ak yiyiciler hareketi zor durumdaki esnafa destek i̇çin yollarda her gün üst düzey bir akpli ve beraberindekiler bir restoranda yemek yiyecek,sarcastic
trt,emine erdoğan dünya problem alan kadın getir yeni çözüm bekle,non-sarcastic
trt,cumhurbaşkanı erdoğan abd başkanı trumpı türkiyeye davet etti,non-sarcastic
zaytung,twitter ataması yapılan öğretmenlerden boşalan hashtagler için bin atanamayan öğretmen alımı yapacak,sarcastic
trt,chp şoför polis üzeri otobüs sür kamera,non-sarcastic
zaytung,yıl önce avrupa sürgün gönder aykırı yazar almanya döner büfe hazırla,sarcastic
trt,i̇bbde ihale yolsuzluğu masak raporunda,non-sarcastic
zaytung,ekonomik kriz seçim önce avrupa kavga çıkar dışişi bakan çavuşoğlu para chp çat düş hal bak,sarcastic
zaytung,merkez bankası tarafından basılan yeni tllik banknotlara dolar bile etmedikleri alıştıra alıştıra söylenecek,sarcastic
trt,cevdet yıl chp geç çık sokak geri dön,non-sarcastic
trt,mi̇tten irakta nokta operasyon sözde yönetici nusrettin demir etkisiz hale getirildi,non-sarcastic
trt,biz çocuk yarın macaristan karşı,non-sarcastic
trt,türkiyenin ilk i̇klim kanunu yolda,non-sarcastic
trt,cevdet yıl kent dönüşüm sosyal konut seferber,non-sarcastic
zaytung,korona sayesinde daha önceki düğünlerde takılan altınların geri dönmesi için düğün yapma döngüsünü kırma şansını yakalayan türkiye büyük i̇htimalle bunu da heba edecek,sarcastic
zaytung,instagram son gör kapa özellik tanı,sarcastic
trt,bakan kacır ulaşım güvenlik düzenle hayat geçir,non-sarcastic
zaytung,cumhurbaşkanı erdoğan saye bir gün rahat rahat seks konuş geçir türkiye moral yerinde,sarcastic
trt,cumhurbaşkanı erdoğan tüsi̇ad açıklamasıyla haddini aştı,non-sarcastic
trt,cumhurbaşkanı yardımcı yıl doktor olumlu haber,non-sarcastic
zaytung,rapor eski sevgili nihayet geri dön ciddi ciddi düşün kadar çare durum,sarcastic
zaytung,akıl telefon üre ortak açıkla sene ayı doğru düzgün çek kamera koy boşuna kas,sarcastic
zaytung,genç popçu burhan az ünlü olduğunun tescili i̇çin survivor ünlüler takımından gelecek daveti bekliyor,sarcastic
trt,ysk chp olağanüstü kurultay karar iptal iddia yalanla,non-sarcastic
zaytung,piramitlerin binlerce yıllık sırrı çözüldü mısıra turist çekmek i̇çin yapılmışlar,sarcastic
zaytung,türkiye çözüm süreç bit birlikte çatış tekrar başla şaşkın yaşa böyle,sarcastic
trt,sucuk sakatat baharat boya çık,non-sarcastic
zaytung,meral akşener konuş mağdur hükümet niğde vali nota ver,sarcastic
trt,fetö yönelik sınav usul soruştur gözaltı karar,non-sarcastic
trt,msb terörist etki hal getir,non-sarcastic
zaytung,hesabı ödediği i̇çin kendini mekanın sahibi sanan görgüsüz turistler ve ayda ne kadar geçirebilirsem kardır yanlısı esnaf arasındaki şiddetli çatışmalar sürüyor bilanço ağır,sarcastic
trt,antalya diplomasi forum iletişim güvenlik değerlendir,non-sarcastic
trt,toki̇ ceyhandaki tüm afet konutlarını tamamladı,non-sarcastic
zaytung,londraya yerleşen türk sayısının londra nüfusuna yaklaşmasının ardından i̇ngiliz avam kamarasında sert tartışmalar hangi gerizekalı imzaladı bu ankara antlaşmasını,sarcastic
zaytung,yılbaşı i̇çin kayınvalidesine davetli olan onur tuday googleda araştırmalara başladı koronavirüs belirtileri,sarcastic
zaytung,gürcistanlı kumarhane ve pavyon i̇şletmecileri türkiyeden çiftçilerin destekleme paralarını bir an önce ödemesini bekliyor,sarcastic
trt,bakan fidan kudüs kimlik değiş girişim kabul,non-sarcastic
trt,dışişleri bakanlığı pakistanhindistan ateşkesinden memnunuz,non-sarcastic
zaytung,yüksek seçim kurulu nijeryaya kurulan sandıkların i̇çerisinde türkiyeye giriş yapan mülteciyi sınırdışı etmek i̇çin harekete geçti,sarcastic
zaytung,piyasalar berat albayraka olumlu tepki verdi i̇yi yine bu ekonominin başına geçmeye razı olan birilerini bulmuşlar,sarcastic
zaytung,ulaştırma bakanlığında yoğun mesai yht kazası ile i̇lgili kimseyi koltuğundan etmeyecek ama kulağa mantıklı gibi de gelecek bir açıklama arayışları sürüyor,sarcastic
zaytung,trtnin yeni kanalı i̇ş makinesi tv yayın hayatına başlıyor,sarcastic
trt,i̇şte evlenecek çiftlere yeni destek kampanyasının detayları,non-sarcastic
trt,tbmm yeni dokun dosya sevk,non-sarcastic
zaytung,demirören grubundan sedat pekerin i̇ddialarına yanıt ziraat bankasına borcumuzu piyango bileti olarak ödüyoruz henüz bir şey çıkmamış olması talihsizlik,sarcastic
zaytung,nijer devlet başkan ülke kat karşılık müteahhit ver,sarcastic
trt,emine erdoğan vehibe sayının iftar sofrasına konuk oldu,non-sarcastic
zaytung,bugüne dek dan fazla ülkeye yerli ve milli otomobil tasarlayan i̇talyan otomotiv tasarım devi pininfarinanın bu seneki durağı kocaeligebze,sarcastic
zaytung,cumhuriyet yıl vesile ekim dolar kısa süre düşür google sev her milli bayram yap,sarcastic
